state,district,incumbent,first_name,last_name,name,party,result
MI,10,1,Candice S.,Miller,"Miller, Candice S.",REP,0.7197195742
MI,11,1,Thaddeus G.,McCotter,"McCotter, Thaddeus G.",REP,0.5926634688
MI,12,1,Sander,Levin,"Levin, Sander",DEM,0.6107820515
MI,13,0,Hansen,Clarke,"Clarke, Hansen",DEM,0.793894992
MI,14,1,"John, Jr.",Conyers,"Conyers, John, Jr.",DEM,0.7676271614
MI,15,1,John D.,Dingell,"Dingell, John D.",DEM,0.5680791516
MN,01,1,Tim,Walz,"Walz, Tim",DFL,0.4933973105
MN,02,1,John,Kline,"Kline, John",REP,0.6330567318
MN,03,1,Erik,Paulsen,"Paulsen, Erik",REP,0.5880397823
MN,04,1,Betty,McCollum,"McCollum, Betty",DFL,0.5908843432
MN,05,1,Keith,Ellison,"Ellison, Keith",DFL,0.6768774099
MN,06,1,Michele,Bachmann,"Bachmann, Michele",REP,0.5251258681
MN,07,1,Collin C.,Peterson,"Peterson, Collin C.",DFL,0.5520433684
MN,08,0,Chip,Cravaack,"Cravaack, Chip",REP,0.4817724781
MS,01,0, Alan ,Nunnelee,"Nunnelee,  Alan ",REP,0.5526146431
MS,02,1,Bennie G,Thompson,"Thompson, Bennie G",DEM,0.6146677093
MS,03,1,Gregg,Harper,"Harper, Gregg",REP,0.6799287167
MS,04,0,Steven,Palazzo,"Palazzo, Steven",REP,0.5192788027
MO,01,1,Lacy,Clay,"Clay, Lacy",DEM,0.73551107
MO,02,1,Todd,Akin,"Akin, Todd",REP,0.6794399771
MO,03,1,Russ,Carnahan,"Carnahan, Russ",DEM,0.4894403821
MO,04,0,Vicky,Hartzler,"Hartzler, Vicky",REP,0.5042700483
MO,05,1,"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",DEM,0.5332483557
MO,06,1,Sam,Graves,"Graves, Sam",REP,0.6944329284
MO,07,0,Billy,Long,"Long, Billy",REP,0.6339494045
MO,08,1,Jo Ann,Emerson,"Emerson, Jo Ann",REP,0.6556104878
MO,09,1,Blaine,Luetkemeyer,"Luetkemeyer, Blaine",REP,0.7735574592
MT,00,1,Denny,Rehberg,"Rehberg, Denny",REP,0.6041388574
NE,01,1,Jeff,Fortenberry,"Fortenberry, Jeff",REP,0.7127280045
NE,02,1,Lee,Terry,"Terry, Lee",REP,0.6080634501
NE,03,1,Adrian,Smith,"Smith, Adrian",REP,0.7012251634
NV,01,1,Shelley,Berkley,"Berkley, Shelley",DEM,0.6174778417
NV,02,1,Dean ,Heller,"Heller, Dean ",REP,0.632995652
NV,03,0,Joe,Heck,"Heck, Joe",REP,0.4812561129
NH,01,0,Frank C. ,Guinta,"Guinta, Frank C. ",REP,0.5396743012
NH,02,0,Charles ,Bass,"Bass, Charles ",REP,0.4824923812
NJ,01,1,Robert E.,Andrews,"Andrews, Robert E.",DEM,0.6319361491
NJ,02,1,Frank A. ,LoBiondo,"LoBiondo, Frank A. ",REP,0.6549784586
NJ,03,0,Jon,Runyan,"Runyan, Jon",REP,0.5002746143
NJ,04,1,Christopher H.,Smith,"Smith, Christopher H.",REP,0.694091089
NJ,05,1,Scott,Garrett,"Garrett, Scott",REP,0.6493955276
NJ,06,1,"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",DEM,0.5474535954
NJ,07,1,Leonard,Lance,"Lance, Leonard",REP,0.5937418779
NJ,08,1,"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",DEM,0.6265792306
NJ,09,1,Steven R.,Rothman,"Rothman, Steven R.",DEM,0.6071817825
NJ,10,1,Donald M.,Payne,"Payne, Donald M.",DEM,0.8518194088
NJ,11,1,Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",REP,0.6718866887
NJ,12,1,Rush,Holt,"Holt, Rush",DEM,0.5304555838
NJ,13,1,Albio ,Sires,"Sires, Albio ",DEM,0.7410726921
NM,01,1,Martin T.,Heinrich,"Heinrich, Martin T.",DEM,0.5187894131
NM,02,0,Steve,Pearce,"Pearce, Steve",REP,0.5540285812
NM,03,1,Ben R.,Lujan,"Lujan, Ben R.",DEM,0.5698601658
NY,01,1,Timothy H.,Bishop,"Bishop, Timothy H.",DEM,0.5011928794
NY,02,1,Steve J.,Israel,"Israel, Steve J.",DEM,0.5633295062
NY,03,1,Peter T.,King,"King, Peter T.",REP,0.7191881455
NY,04,1,Carolyn,McCarthy,"McCarthy, Carolyn",DEM,0.5360646344
NY,05,1,Gary L.,Ackerman,"Ackerman, Gary L.",DEM,0.6304512886
NY,06,1,Gregory W.,Meeks,"Meeks, Gregory W.",DEM,0.8773326185
NY,07,1,Joseph,Crowley,"Crowley, Joseph",DEM,0.8053147359
NY,08,1,Jerrold L.,Nadler,"Nadler, Jerrold L.",DEM,0.7549110962
NY,09,1,Anthony D.,Weiner,"Weiner, Anthony D.",DEM,0.6080577106
NY,10,1,Edolphus,Towns,"Towns, Edolphus",DEM,0.9107774778
NY,11,1,Yvette D.,Clarke,"Clarke, Yvette D.",DEM,0.9053637618
NY,12,1,Nydia M.,Velazquez,"Velazquez, Nydia M.",DEM,0.9379348049
NY,13,0,Michael G.,Grimm,"Grimm, Michael G.",REP,0.5128156596
NY,14,1,Carolyn B.,Maloney,"Maloney, Carolyn B.",DEM,0.7503180884
NY,15,1,Charles B.,Rangel,"Rangel, Charles B.",DEM,0.8024294988
NY,16,1,Jose E.,Serrano,"Serrano, Jose E.",DEM,0.956609454
NY,17,1,Eliot L.,Engel,"Engel, Eliot L.",DEM,0.7284938226
NY,18,1,Nita M.,Lowey,"Lowey, Nita M.",DEM,0.6212768473
NY,19,0,Nan,Hayworth,"Hayworth, Nan",REP,0.5255068391
NY,20,0,Christopher P.,Gibson,"Gibson, Christopher P.",REP,0.5484512454
NY,21,1,Paul D.,Tonko,"Tonko, Paul D.",DEM,0.5924778572
NY,22,1,Maurice D.,Hinchey,"Hinchey, Maurice D.",DEM,0.5264137957
NY,23,1,William L.,Owens,"Owens, William L.",DEM,0.4750795824
NY,24,0,Richard L.,Hanna,"Hanna, Richard L.",REP,0.529989567
NY,25,0,Ann Marie,Buerkle,"Buerkle, Ann Marie",REP,0.5011258348
NY,26,1,Christopher J.,Lee,"Lee, Christopher J.",REP,0.7358859114
NY,27,1,Brian,Higgins,"Higgins, Brian",DEM,0.6093953893
NY,28,1,Louise M.,Slaughter,"Slaughter, Louise M.",DEM,0.6490405009
NY,29,0,"Thomas W., II",Reed,"Reed, Thomas W., II",REP,0.5645621796
NC,01,1,G. K.,Butterfield,"Butterfield, G. K.",DEM,0.593094895
NC,02,0,Renee,Ellmers,"Ellmers, Renee",REP,0.4946726106
NC,03,1,Walter B.,Jones,"Jones, Walter B.",REP,0.7186258178
NC,04,1,David,Price,"Price, David",DEM,0.5716177639
NC,05,1,Virginia,Foxx,"Foxx, Virginia",REP,0.6588540324
NC,06,1,Howard,Coble,"Coble, Howard",REP,0.7520829423
NC,07,1,Mike,McIntyre,"McIntyre, Mike",DEM,0.5368113621
NC,08,1,Larry,Kissell,"Kissell, Larry",DEM,0.5301895582
NC,09,1,Sue,Myrick,"Myrick, Sue",REP,0.689671647
NC,10,1,Patrick,McHenry,"McHenry, Patrick",REP,0.7117719074
NC,11,1,Heath,Shuler,"Shuler, Heath",DEM,0.543439999
NC,12,1,Mel,Watt,"Watt, Mel",DEM,0.6388304209
NC,13,1,Brad,Miller,"Miller, Brad",DEM,0.5549803539
ND,00,0,Rick,Berg,"Berg, Rick",REP,0.5473713507
MP,00,1,Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",IND,0.4274136716
OH,01,0,Steve,Chabot,"Chabot, Steve",REP,0.5149415933
OH,02,1,Jean,Schmidt,"Schmidt, Jean",REP,0.5845277387
OH,03,1,Mike,Turner,"Turner, Mike",REP,0.6811240428
OH,04,1,Jim,Jordan,"Jordan, Jim",REP,0.7148822637
OH,05,1,Bob,Latta,"Latta, Bob",REP,0.6782403725
OH,06,0,Bill,Johnson,"Johnson, Bill",REP,0.5018606348
OH,07,1,Steve,Austria,"Austria, Steve",REP,0.6216807978
OH,08,1,John A.,Boehner,"Boehner, John A.",REP,0.6564276385
OH,09,1,Marcy,Kaptur,"Kaptur, Marcy",DEM,0.5935383596
OH,10,1,Dennis J.,Kucinich,"Kucinich, Dennis J.",DEM,0.5305194057
OH,11,1,Marcia L.,Fudge,"Fudge, Marcia L.",DEM,0.8292994236
OH,12,1,Pat,Tiberi,"Tiberi, Pat",REP,0.5578534809
OH,13,1,Betty,Sutton,"Sutton, Betty",DEM,0.5573219873
OH,14,1,Steven C.,LaTourette,"LaTourette, Steven C.",REP,0.6492019145
OH,15,0,Steve,Stivers,"Stivers, Steve",REP,0.541582803
OH,16,0,Jim,Renacci,"Renacci, Jim",REP,0.520821125
OH,17,1,Timothy J.,Ryan,"Ryan, Timothy J.",DEM,0.5389424439
OH,18,0,Bob,Gibbs,"Gibbs, Bob",REP,0.5386165818
OK,01,1,John,Sullivan,"Sullivan, John",REP,0.7680423108
OK,02,1,Dan,Boren,"Boren, Dan",DEM,0.5652382868
OK,03,1,Frank D.,Lucas,"Lucas, Frank D.",REP,0.7799350724
OK,04,1,Tom,Cole,"Cole, Tom",REP,1
OK,05,0,James,Lankford,"Lankford, James",REP,0.6252302072
OR,01,1,David,Wu,"Wu, David",DEM,0.5474635467
OR,02,1,Greg,Walden,"Walden, Greg",REP,0.7391313697
OR,03,1,Earl,Blumenauer,"Blumenauer, Earl",DEM,0.7001544586
OR,04,1,Peter A.,DeFazio,"DeFazio, Peter A.",DEM/PRO/WF,0.5449250466
OR,05,1,Kurt,Schrader,"Schrader, Kurt",DEM,0.5124878331
PA,01,1,Robert A.,Brady,"Brady, Robert A.",DEM,0.7324810583
PA,02,1,Chaka,Fattah,"Fattah, Chaka",DEM,0.8929836303
PA,03,0,Mike ,Kelly,"Kelly, Mike ",REP,0.5572241614
PA,04,1,Jason,Altmire,"Altmire, Jason",DEM,0.5081355006
PA,05,1,Glenn,Thompson,"Thompson, Glenn",REP,0.6868935702
PA,06,1,Jim,Gerlach,"Gerlach, Jim",REP,0.5710248738
PA,07,0,Patrick  ,Meehan,"Meehan, Patrick  ",REP,0.5494385024
PA,08,0,Michael G.,Fitzpatrick,"Fitzpatrick, Michael G.",REP,0.5352263145
PA,09,1,Bill,Shuster,"Shuster, Bill",REP,0.7306127913
PA,10,0,Thomas A.,Marino,"Marino, Thomas A.",REP,0.5517673177
PA,11,0,Louis J. ,Barletta,"Barletta, Louis J. ",REP,0.5470055729
PA,12,1,Mark S.,Critz #,"Critz, Mark S. #",DEM,0.507790483
PA,13,1,Allyson Y.,Schwartz,"Schwartz, Allyson Y.",DEM,0.5634157107
PA,14,1,Mike ,Doyle,"Doyle, Mike ",DEM,0.6878514679
PA,15,1,Charles W.,Dent,"Dent, Charles W.",REP,0.5354928916
PA,16,1,Joseph R.,Pitts,"Pitts, Joseph R.",REP,0.6538684687
PA,17,1,Tim,Holden,"Holden, Tim",DEM,0.5550059489
PA,18,1,Tim,Murphy,"Murphy, Tim",REP,0.6732821507
PA,19,1,Todd,Platts,"Platts, Todd",REP,0.7191063563
RI,01,0,David N.,Cicilline,"Cicilline, David N.",DEM,0.5060241714
RI,02,1,James R.,Langevin,"Langevin, James R.",DEM,0.5986449927
SC,01,0,Tim,Scott,"Scott, Tim",REP,0.6536511265
SC,02,1,Joe,Wilson,"Wilson, Joe",REP,0.5347553837
SC,03,0,Jeff,Duncan,"Duncan, Jeff",REP,0.6245918024
